fort_id,name,alternate_names,district,taluka,latitude,longitude,base_village,type,elevation_m,current_condition,era,built_by,year_of_construction,key_events,trek_difficulty,trek_time_hours,best_season,water_availability,accommodation,asi_protected,notes,raw_construction,clean_construction,construction_year_bce,construction_year_ce,construction_century_ce,construction_century_bce,construction_text
223,Nhavigad,Ratangad,Nashik,Igatpuri,20.4667,73.7833,Nhavi,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Unknown,Unknown,Watchtower in the Satmala range,Medium,2,Winter,Unknown,Unknown,FALSE,Provides good views of the surrounding forts like Patta.,Unknown,unknown,,,unknown,unknown,unknown
224,Nimgiri Fort,[NO_ALT_NAME],Pune,Junnar,19.3333,73.7333,Khamgaon,Giri Durg (Hill Fort),1188,Partially Ruined,Yadava Dynasty,Unknown,13th Century,Twin fort to Hanumantgad; has several rock-cut cisterns,Medium,2,Winter,Year-round in cisterns,Caves,FALSE,Known for its step-well and rock-cut architecture.,13th Century,13th century,,,13th Century,unknown,unknown
225,Nivati Fort,[NO_ALT_NAME],Sindhudurg,Vengurla,15.9333,73.4833,Nivati,Jal Durg (Sea Fort),30,In Ruins,Maratha Empire,Shivaji Maharaj,1665,Coastal watchtower fort overlooking Nivati beach and Bhogwe beach,Easy,0.5,Winter,Unknown,Unknown,FALSE,Offers stunning views of the Karli river estuary.,1665,1665,,1665,17th Century,unknown,unknown
226,Pabargad,[NO_ALT_NAME],Ahilyanagar,Akole,19.5512,73.7415,Pabarwadi,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Unknown,Unknown,A small fort near the Kalsubai range,Medium,2.5,Winter,Unknown,Caves,FALSE,A challenging trek with a rock patch.,Unknown,unknown,,,unknown,unknown,unknown
227,Padargad,[NO_ALT_NAME],Raigad,Karjat,18.9167,73.4,Khandas,Giri Durg (Hill Fort),650,Pinnacle,Maratha Empire,Unknown,Unknown,Watchtower for Bhimashankar; extremely difficult climb,Hard,4,Winter,Unknown,Caves,FALSE,Features a natural chimney climb and high exposure.,Unknown,unknown,,,unknown,unknown,unknown
228,Padmadurg,Kasa Fort,Raigad,Murud,18.3167,72.95,Murud,Jal Durg (Sea Fort),5,Partially Ruined,Maratha Empire,Shivaji Maharaj,1676,Built to counter Janjira fort; shaped like a lotus,Easy,0.5,Winter,Unknown,Unknown,TRUE,"A sea fort near Murud-Janjira, accessible by boat but requires permission.",1676,1676,,1676,17th Century,unknown,unknown
229,Padmagad,[NO_ALT_NAME],Sindhudurg,Devgad,16.3612,73.3815,Devgad,Jal Durg (Sea Fort),5,In Ruins,Maratha Empire,Shivaji Maharaj,Unknown,A sea fort built to protect Devgad fort,Easy,0.5 (boat),Winter,Unknown,Unknown,FALSE,Not to be confused with Padmadurg near Murud. Most of it is submerged.,Unknown,unknown,,,unknown,unknown,unknown
230,Padmagad (Malwan),[NO_ALT_NAME],Sindhudurg,Malvan,16.0833,73.4667,Malvan,Jal Durg (Sea Fort),5,In Ruins,Maratha Empire,Shivaji Maharaj,1668,A coastal watchtower fort,Easy,0.2,Winter,Unknown,Unknown,FALSE,"This likely refers to Sarjekot  or another minor fortification near Malvan, not to be confused with Padmadurg .",1668,1668,,1668,17th Century,unknown,unknown
231,Pal Fort,Pali,Satara,Patan,17.4012,73.9015,Pali,Giri Durg (Hill Fort),950,In Ruins,Maratha Empire,Unknown,Unknown,A fort in the Koyna region associated with Saint Ramdas,Easy,1,Winter,Unknown,Unknown,FALSE,A small fort with a Maruti temple.,Unknown,unknown,,,unknown,unknown,unknown
232,Palgad,[NO_ALT_NAME],Ratnagiri,Dapoli,17.7,73.3167,Palgad,Giri Durg (Hill Fort),300,In Ruins,Maratha Empire,Shivaji Maharaj,17th Century,Birthplace of the social reformer Sane Guruji is at the base,Easy,1,Winter,Unknown,Unknown,FALSE,A small fort with historical connections to the Konkan region.,17th Century,17th century,,,17th Century,unknown,unknown
233,Palshi Fort,[NO_ALT_NAME],Pune,Khed,18.8415,73.9012,Palshi,Bhuikot (Land Fort),600,In Ruins,Maratha Empire,Unknown,Unknown,A small fortified mansion or 'gadi',Easy,0.2,Winter,Unknown,Unknown,FALSE,Located within Palshi village; very little remains.,Unknown,unknown,,,unknown,unknown,unknown
234,Pandavgad,[NO_ALT_NAME],Satara,Wai,17.9667,73.85,Dhavdi,Giri Durg (Hill Fort),1273,Partially Ruined,Shilahara Dynasty,Bhoj II,12th Century,Believed to be a place of stay for the Pandavas,Easy,1.5,Monsoon; Winter,Year-round,Temple; Caves,FALSE,The fort has a large plateau and several rock-cut water cisterns.,12th Century,12th century,,,12th Century,unknown,unknown
235,Panhala Fort,[NO_ALT_NAME],Kolhapur,Panhala,16.8167,74.1167,Panhala,Giri Durg (Hill Fort),977,Well-Preserved,Shilahara Dynasty,Bhoj II,1178-1209,Famous for Shivaji's escape to Vishalgad; has extensive fortifications,Easy,1,All Seasons,Available,Hotels on fort,TRUE,A major hill station with a fort that housed Shivaji Maharaj for over 500 days.,1178-1209,1178-1209,,1178,12th Century,unknown,unknown
236,Panhale Durg,Panhalekaji,Ratnagiri,Dapoli,17.6512,73.2315,Panhalekaji,Van Durg (Forest Fort),100,Caves,Shilahara Dynasty,Unknown,11th-12th Century,A group of rock-cut caves with some fortifications,Easy,0.5,Winter,Unknown,Caves,TRUE,More known as a complex of Buddhist and Hindu caves than a fort.,11th-12th Century,11th-12th century,,,12th Century,unknown,unknown
237,Paranda Fort,[NO_ALT_NAME],Dharashiv,Paranda,18.2667,75.95,Paranda,Bhuikot (Land Fort),600,Well-Preserved,Bahmani Sultanate,Mahmud Gawan,15th Century,A fine example of military architecture; has a large number of cannons,Easy,1,Winter,Not applicable,Unknown,TRUE,"Known for its well-preserved bastions, moat, and the 'Mulik-e-Maidan' cannon.",15th Century,15th century,,,15th Century,unknown,unknown
238,Pargad,[NO_ALT_NAME],Kolhapur,Chandgad,15.8167,74.05,Pargad,Giri Durg (Hill Fort),738,Partially Ruined,Maratha Empire,Shivaji Maharaj,1674,Built to defend the southern border of Swarajya,Medium,1,Post-Monsoon,Year-round,Temple; Villagers' homes,FALSE,The fort is still inhabited by descendants of its original defenders.,1674,1674,,1674,17th Century,unknown,unknown
239,Parola Fort,[NO_ALT_NAME],Jalgaon,Parola,20.8833,75.1167,Parola,Bhuikot (Land Fort),260,In Ruins,Maratha Empire,Jahagirdar Hari Sadashiv Damodar,1727,A large land fort built by the Newalkar family,Easy,0.5,Winter,Unknown,Unknown,FALSE,"A significant landmark in Parola town, though largely in ruins.",1727,1727,,1727,18th Century,unknown,unknown
240,Parvatgad (Nashik),[NO_ALT_NAME],Nashik,Dindori,20.2512,73.8115,Parvatwadi,Giri Durg (Hill Fort),1050,In Ruins,Maratha Empire,Unknown,Unknown,A small fort used as a watchtower,Easy,1.5,Monsoon; Winter,Unknown,Unknown,FALSE,Lesser-known fort in the Dindori range.,Unknown,unknown,,,unknown,unknown,unknown
241,Pateshwar,[NO_ALT_NAME],Satara,Satara,17.6012,74.0215,Pateshwar,Giri Durg (Hill Fort),900,Caves,Unknown,Unknown,Ancient,A religious place with 8 ancient cave temples of Lord Shiva,Easy,1,All Seasons,Unknown,Temples,FALSE,More of a pilgrimage site with caves than a fort.,Ancient,ancient,,,unknown,unknown,ancient
242,Patta Fort,Vishramgad,Nashik,Sinnar,19.6667,73.8833,Pattawadi,Giri Durg (Hill Fort),1392,Partially Ruined,Yadava Dynasty; Maratha Empire,Yadavas,13th Century,Shivaji Maharaj rested here during his retreat from Surat; hence named Vishramgad,Easy,1.5,Monsoon; Winter,Year-round,Caves; Temple,FALSE,Has a large cave and is accessible via a well-defined path.,13th Century,13th century,,,13th Century,unknown,unknown
243,Pavangad,[NO_ALT_NAME],Kolhapur,Panhala,16.8167,74.1333,Panhala,Giri Durg (Hill Fort),950,In Ruins,Maratha Empire,Shivaji Maharaj,1673,A sister fort to Panhala; captured by the British in 1844,Easy,0.5,Winter,Unknown,Unknown,FALSE,Located very close to Panhala fort.,1673,1673,,1673,17th Century,unknown,unknown
244,Peb Fort,Vikatgad,Raigad,Karjat,18.9167,73.1333,Neral,Giri Durg (Hill Fort),640,Partially Ruined,Maratha Empire,Shivaji Maharaj,17th Century,Named after goddess Pebi; offers views of Matheran toy train,Easy,2,Monsoon; Winter,Seasonal,Temple; Caves,FALSE,A popular trek near Matheran; can be reached via the Matheran railway line.,17th Century,17th century,,,17th Century,unknown,unknown
245,Pemgiri Fort,Shahagad,Ahilyanagar,Sangamner,19.4333,74.0167,Pemgiri,Giri Durg (Hill Fort),1000,In Ruins,Yadava Dynasty; Nizam Shahi,Nizam Shah,15th Century,Used as a state prison by the Nizam Shahi dynasty,Medium,1.5,Winter,Unknown,Caves,FALSE,Also known as Shahagad; features large caves.,15th Century,15th century,,,15th Century,unknown,unknown
246,Piliv Fort,[NO_ALT_NAME],Solapur,Malshiras,17.9712,74.9513,Piliv,Bhuikot (Land Fort),550,In Ruins,Adil Shahi,Unknown,Unknown,A land fort or 'gadi' in the village,Easy,0.2,Winter,Unknown,Unknown,FALSE,A few walls and a bastion are all that remain.,Unknown,unknown,,,unknown,unknown,unknown
247,Pimpla Fort,[NO_ALT_NAME],Nashik,Satana,20.6512,74.2513,Pimpla,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Unknown,Unknown,A small fort in the Satmala range,Medium,2,Winter,Unknown,Unknown,FALSE,A remote fort with very few trekkers.,Unknown,unknown,,,unknown,unknown,unknown
248,Pimplaskot,[NO_ALT_NAME],Ahilyanagar,Parner,18.9512,74.5215,Pimplaskot,Giri Durg (Hill Fort),900,In Ruins,Maratha Empire,Unknown,Unknown,A small hill fort with minimal remains,Easy,1,Winter,Unknown,Unknown,FALSE,A very obscure fort.,Unknown,unknown,,,unknown,unknown,unknown
249,Pisol Fort,[NO_ALT_NAME],Pune,Haveli,18.4231,73.8312,Pisol,Giri Durg (Hill Fort),850,Completely Ruined,Maratha Empire,Unknown,Unknown,A very small watchtower,Easy,0.5,Winter,Unknown,Unknown,FALSE,Only a small plinth and a water cistern remain.,Unknown,unknown,,,unknown,unknown,unknown
250,Prabalgad,Muranjan,Raigad,Panvel,18.9833,73.2,Thakurwadi,Giri Durg (Hill Fort),700,Partially Ruined,Bahmani Sultanate,Bahmani Sultanate,15th Century,Captured by Shivaji Maharaj; Umaji Naik fought against the British from here,Medium,3,Winter,Seasonal,Villagers' homes on plateau,FALSE,A large plateau fort next to the famous Kalavantin Durg pinnacle.,15th Century,15th century,,,15th Century,unknown,unknown
251,Prachitgad,[NO_ALT_NAME],Ratnagiri,Sangameshwar,17.2167,73.6833,Shrungarpur,Giri Durg (Hill Fort),1000,In Ruins,Maratha Empire,Shivaji Maharaj,17th Century,A remote fort in the Sahyadris with dense forest cover,Hard,5,Winter,Seasonal,Temple,FALSE,One of the toughest treks in the Konkan region.,17th Century,17th century,,,17th Century,unknown,unknown
252,Pratapgad,[NO_ALT_NAME],Satara,Mahabaleshwar,17.9238,73.5857,Wai,Giri Durg (Hill Fort),1080,Well-Preserved,Maratha Empire,Moropant Pingle,1656,"Meeting and slaying of Afzal Khan, 1659",Easy,0.5,Post-Monsoon; Winter,Available,Unknown,FALSE,Features a temple to Goddess Bhavani and a statue of Shivaji Maharaj.,1656,1656,,1656,17th Century,unknown,unknown
253,Purandar Fort,[NO_ALT_NAME],Pune,Purandar,18.2831,73.8553,Narayanpur,Giri Durg (Hill Fort),1387,Partially Ruined,Yadava Dynasty; Maratha Empire,Peshwas (rebuilt),11th Century,"Birthplace of Sambhaji Maharaj; site of the Treaty of Purandar, 1665",Easy,1.5,All Seasons,Available,Unknown,TRUE,Consists of two forts: Purandar and Vajragad; partly controlled by the Indian Army.,11th Century,11th century,,,11th Century,unknown,unknown
254,Purnagad,[NO_ALT_NAME],Ratnagiri,Ratnagiri,16.8833,73.3167,Purnagad,Jal Durg (Sea Fort),25,Well-Preserved,Maratha Empire,Kanhoji Angre,1724,Guarded the mouth of the Muchkundi River,Easy,0.2,Winter,Unknown,Unknown,FALSE,A small but well-preserved fort with a Hanuman temple at the entrance.,1724,1724,,1724,18th Century,unknown,unknown
255,Raigad Fort,Rairi,Raigad,Mahad,18.2349,73.4475,Pachad,Giri Durg (Hill Fort),820,Well-Preserved,Maratha Empire,Hiroji Indulkar (under Shivaji Maharaj),1674,"Capital of Maratha Empire; Coronation of Shivaji Maharaj, 1674",Medium,3,Post-Monsoon; Winter,Year-round in cisterns,MTDC Resort at base; Dharmashala on top,TRUE,Has a ropeway for easy access; Holds the samadhi of Shivaji Maharaj.,1674,1674,,1674,17th Century,unknown,unknown
256,Raikot,[NO_ALT_NAME],Ahilyanagar,Akole,19.4513,74.0512,Raikot,Bhuikot (Land Fort),750,In Ruins,Maratha Empire,Unknown,Unknown,A small village 'gadi',Easy,0.2,Winter,Unknown,Unknown,FALSE,Hardly any remains of the fortification exist.,Unknown,unknown,,,unknown,unknown,unknown
257,Raireshwar,[NO_ALT_NAME],Pune,Bhor,18.1512,73.6815,Korle,Giri Durg (Hill Fort),1393,Plateau,Maratha Empire,Unknown,17th Century,Site where Chhatrapati Shivaji Maharaj took the oath of Hindavi Swarajya,Easy,1.5,Monsoon; Winter,Seasonal,Temple,FALSE,A large plateau with a temple more of a historical site than a fort.,17th Century,17th century,,,17th Century,unknown,unknown
258,Rajapur Fort,[NO_ALT_NAME],Ratnagiri,Rajapur,16.6512,73.5113,Rajapur,Bhuikot (Land Fort),30,In Ruins,Adil Shahi,Unknown,Unknown,A land fort to protect the port town of Rajapur,Easy,0.2,Winter,Unknown,Unknown,FALSE,The fort is now completely integrated into the town.,Unknown,unknown,,,unknown,unknown,unknown
259,Rajdher Fort,[NO_ALT_NAME],Nashik,Chandwad,20.3833,74.15,Rajdherwadi,Giri Durg (Hill Fort),1100,In Ruins,Yadava Dynasty,Yadavas,13th Century,A hill fort near Chandwad,Medium,2,Winter,Seasonal,Caves,FALSE,Known for its rock-cut steps and a large cave.,13th Century,13th century,,,13th Century,unknown,unknown
260,Rajgad Fort,[NO_ALT_NAME],Pune,Velhe,18.2464,73.6826,Gunjavane,Giri Durg (Hill Fort),1376,Partially Ruined,Maratha Empire,Shivaji Maharaj,1647,Served as Maratha capital for over 25 years before Raigad,Hard,3.5,Winter,Year-round in cisterns,Padmavati Temple; Caves,TRUE,"Known for its three machis (plateaus): Padmavati, Suvela, and Sanjeevani.",1647,1647,,1647,17th Century,unknown,unknown
261,Rajkot,[NO_ALT_NAME],Ahilyanagar,Pathardi,19.1621,75.1812,Pathardi,Bhuikot (Land Fort),750,In Ruins,Maratha Empire,Unknown,Unknown,A small fortified 'gadi',Easy,0.2,Winter,Unknown,Unknown,FALSE,Located inside the town now in complete ruins.,Unknown,unknown,,,unknown,unknown,unknown
262,Rajmachi,[NO_ALT_NAME],Pune,Maval,18.8894,73.3939,Udhewadi,Giri Durg (Hill Fort),826,Well-Preserved,Satavahana Dynasty,Satavahanas,200 BCE,Comprises two forts: Shrivardhan and Manaranjan; overlooks Bor Ghat,Easy,4,Monsoon; Winter,Year-round,Udhewadi village homes,FALSE,"A popular long trek, also accessible by a rough road from Lonavala.",200 BCE,200 bce,200,,unknown,2nd Century BCE,unknown
263,Ramdurg,[NO_ALT_NAME],Kolhapur,Shirol,16.7512,74.6013,Ramdurg,Giri Durg (Hill Fort),600,In Ruins,Unknown,Unknown,Unknown,A small hillock with a temple and minimal fortifications,Easy,0.5,Winter,Unknown,Unknown,FALSE,A local religious spot.,Unknown,unknown,,,unknown,unknown,unknown
264,Ramgad,[NO_ALT_NAME],Raigad,Pen,18.7012,73.1015,Ramgad,Giri Durg (Hill Fort),300,In Ruins,Maratha Empire,Unknown,Unknown,A small fort near Pen,Easy,1,Winter,Unknown,Unknown,FALSE,Very little remains of this fort.,Unknown,unknown,,,unknown,unknown,unknown
265,Ramsej Fort,[NO_ALT_NAME],Nashik,Nashik,20.0833,73.7833,Ashewadi,Giri Durg (Hill Fort),1026,In Ruins,Maratha Empire,Unknown,17th Century,Famously withstood a Mughal siege for over 6 years,Easy,1.5,Winter,Seasonal,Temple; Caves,FALSE,A fort of great historical importance for Maratha resilience.,17th Century,17th century,,,17th Century,unknown,unknown
266,Ramtek Fort,[NO_ALT_NAME],Nagpur,Ramtek,21.3931,79.3332,Ramtek,Giri Durg (Hill Fort),400,Well-Preserved,Vakataka Dynasty; Bhonsles,Unknown,4th-5th Century,A major pilgrimage site associated with Lord Rama and Kalidasa,Easy,0.5,All Seasons,Available,Dharamshala,TRUE,A religious site with strong fortifications on a hill.,4th-5th Century,4th-5th century,,,5th Century,unknown,unknown
267,Rangna Fort,Prasiddhagad,Kolhapur,Bhudargad,16.0333,73.9833,Patgaon,Giri Durg (Hill Fort),914,Partially Ruined,Shilahara Dynasty,Bhoj II,12th Century,A large and remote forest fort,Medium,2,Winter,Year-round,Temple,FALSE,Known for its natural beauty and robust fortifications.,12th Century,12th century,,,12th Century,unknown,unknown
268,Ranjangiri,Ranjangad,Ahilyanagar,Rahuri,19.3912,74.6513,Ranjangaon,Giri Durg (Hill Fort),850,In Ruins,Maratha Empire,Unknown,Unknown,A small hill fort with a few remains,Easy,1,Winter,Unknown,Unknown,FALSE,Not to be confused with Ranjangaon Mahaganapati Temple.,Unknown,unknown,,,unknown,unknown,unknown
269,Rasalgad,[NO_ALT_NAME],Ratnagiri,Khed,17.65,73.6167,Rasalgad,Giri Durg (Hill Fort),600,Partially Ruined,Maratha Empire,Shivaji Maharaj,17th Century,Paired with Sumargad and Mahipatgad to defend the region,Easy,1,Winter,Year-round,Temple,FALSE,A small and well-maintained fort.,17th Century,17th century,,,17th Century,unknown,unknown
270,Rasalpur Sarai,[NO_ALT_NAME],Burhanpur (MP),Burhanpur,21.3112,76.2315,Rasalpur,Bhuikot (Land Fort),250,In Ruins,Mughal Empire,Unknown,17th Century,A fortified inn on the historical trade route,Easy,0.2,Winter,Unknown,Unknown,FALSE,"This is a fortified inn (Sarai), not a fort, located in Madhya Pradesh near the Maharashtra border.",17th Century,17th century,,,17th Century,unknown,unknown
271,Ratangad,[NO_ALT_NAME],Ahilyanagar,Akole,19.4975,73.6933,Ratanwadi,Giri Durg (Hill Fort),1297,Partially Ruined,Maratha Empire,Shivaji Maharaj,17th Century,The 'Jewel' fort; famous for its 'Nedhe' or Needle Hole,Medium,3,Winter,Year-round,Caves; Temple,FALSE,Offers spectacular views of the Bhandardara dam and surrounding peaks.,17th Century,17th century,,,17th Century,unknown,unknown
272,Ratangad (Raigad district),[NO_ALT_NAME],Raigad,Mahad,18.3512,73.3515,Ratwad,Giri Durg (Hill Fort),800,In Ruins,Maratha Empire,Unknown,Unknown,A very obscure fort,Easy,2,Winter,Unknown,Unknown,FALSE,"An extremely obscure fort, not to be confused with the famous Ratangad in Ahmednagar .",Unknown,unknown,,,unknown,unknown,unknown
273,Ratnadurg,Bhagwati Fort,Ratnagiri,Ratnagiri,16.9833,73.2833,Ratnagiri,Jal Durg (Sea Fort),60,Well-Preserved,Bahmani Sultanate; Maratha Empire,Bahmani Rulers,16th Century,Main fort guarding Ratnagiri; has a famous Bhagwati temple,Easy,0.5,All Seasons,Available,Unknown,TRUE,"A horseshoe-shaped fort covering a large area, with a lighthouse.",16th Century,16th century,,,16th Century,unknown,unknown
274,Rawlya Fort,Ravlya,Nashik,Satana,20.5731,74.1852,Mulane,Giri Durg (Hill Fort),1250,In Ruins,Maratha Empire,Unknown,Unknown,Twin fort to Jawlya,Medium,2.5,Winter,Unknown,Caves,FALSE,Offers great views of the surrounding Satmala range.,Unknown,unknown,,,unknown,unknown,unknown
275,Revdanda Fort,[NO_ALT_NAME],Raigad,Alibag,18.55,72.9167,Revdanda,Jal Durg (Sea Fort),10,In Ruins,Portuguese,Portuguese,1524,A large coastal fort enclosing the village of Revdanda,Easy,0.5,Winter,Unknown,Unknown,FALSE,The fort walls are now covered with palm trees and houses.,1524,1524,,1524,16th Century,unknown,unknown
276,Riwa Fort,Dharavi Fort,Mumbai City,Sion,19.0436,72.8683,Dharavi,Bhuikot (Land Fort),15,Partially Ruined,British,British East India Company,1737,Built to mark the northern boundary of British-held Bombay,Easy,0.1,All Seasons,Unknown,Unknown,FALSE,Now houses the Bombay Presidency Radio Club; overlooks the Mithi River.,1737,1737,,1737,18th Century,unknown,unknown
277,Rohida Fort,Vichitragad,Pune,Bhor,18.0933,73.8189,Bajarwadi,Giri Durg (Hill Fort),1116,Well-Preserved,Yadava Dynasty; Maratha Empire,Bandal Deshmukh,16th Century,One of the first forts captured by Shivaji Maharaj,Easy,1.5,Post-Monsoon,Year-round,Temple,FALSE,Known for its well-maintained bastions and gates (darwajas).,16th Century,16th century,,,16th Century,unknown,unknown
278,Rohilgad,[NO_ALT_NAME],Jalna,Ambad,19.6213,75.7712,Rohilgad,Giri Durg (Hill Fort),700,In Ruins,Nizam Shahi,Unknown,Unknown,A small fort with a few structures and a dargah,Easy,1,Winter,Unknown,Unknown,FALSE,A lesser-known fort in the Jalna district.,Unknown,unknown,,,unknown,unknown,unknown
279,Sadashivgad,[NO_ALT_NAME],Satara,Karad,17.2812,74.1513,Sadashivgad,Giri Durg (Hill Fort),900,Partially Ruined,Maratha Empire,Unknown,17th Century,A hill fort with a famous Shiva temple,Easy,0.5,All Seasons,Available,Temple,FALSE,A popular pilgrimage site accessible by road.,17th Century,17th century,,,17th Century,unknown,unknown
280,Sagargad,Khed Durg,Raigad,Alibag,18.5812,72.9515,Veshvi,Giri Durg (Hill Fort),452,Partially Ruined,Maratha Empire,Shivaji Maharaj,Unknown,A coastal fort known for its waterfall during monsoon,Easy,2,Monsoon; Winter,Year-round,Temple,FALSE,The trek to the fort passes the famous Dodhane waterfall.,Unknown,unknown,,,unknown,unknown,unknown
281,Sajjangad,[NO_ALT_NAME],Satara,Satara,17.6151,73.9142,Sajjangad,Giri Durg (Hill Fort),914,Well-Preserved,Bahmani Sultanate; Maratha Empire,Bahmani Rulers,15th Century,Final resting place (Samadhi) of Samarth Ramdas Swami,Easy,0.5,All Seasons,Available,Bhakta Niwas (Lodge),FALSE,A major pilgrimage center for the Ramdasi sect accessible by road.,15th Century,15th century,,,15th Century,unknown,unknown
282,Salher Fort,[NO_ALT_NAME],Nashik,Satana,20.7167,73.95,Salher,Giri Durg (Hill Fort),1567,Partially Ruined,Maratha Empire,Shivaji Maharaj,1671,Highest fort in Maharashtra; site of the pivotal Battle of Salher (1672),Medium,3,Winter,Year-round,Temple; Caves,FALSE,Offers panoramic views and has a Parshuram temple.,1671,1671,,1671,17th Century,unknown,unknown
283,Salota Fort,[NO_ALT_NAME],Nashik,Satana,20.7,73.95,Salher,Giri Durg (Hill Fort),1300,In Ruins,Maratha Empire,Unknown,17th Century,A twin fort to Salher,Medium,3,Winter,Unknown,Caves,FALSE,Usually trekked along with Salher fort.,17th Century,17th century,,,17th Century,unknown,unknown
284,Samangad,[NO_ALT_NAME],Kolhapur,Gadhinglaj,16.2,74.35,Samangad,Giri Durg (Hill Fort),800,In Ruins,Maratha Empire,Shivaji Maharaj,1676,A small fort with a large plateau,Easy,1,Winter,Seasonal,Temple,FALSE,Known for its Bhimsen temple and beautiful surroundings.,1676,1676,,1676,17th Century,unknown,unknown
285,Samrajgad,[NO_ALT_NAME],Raigad,Murud,18.3112,72.9315,Murud,Jal Durg (Sea Fort),10,In Ruins,Maratha Empire,Kanhoji Angre,18th Century,A small sea fort near Murud-Janjira,Medium,0.5 (boat),Winter,Unknown,Unknown,FALSE,Built to support Padmadurg against the Siddis.,18th Century,18th century,,,18th Century,unknown,unknown
286,Sangram Durg,Chakan Fort,Pune,Khed,18.75,73.85,Chakan,Bhuikot (Land Fort),650,Partially Ruined,Bahmani Sultanate; Maratha Empire,Abyssinian chief,13th Century,Famous for the valiant defence by Firangoji Narsala against Shaista Khan,Easy,0.5,All Seasons,Not applicable,Unknown,TRUE,A land fort in the middle of Chakan town; has a moat and strong walls.,13th Century,13th century,,,13th Century,unknown,unknown
287,Santoshgad,[NO_ALT_NAME],Satara,Phaltan,17.9167,74.5167,Tathavada,Giri Durg (Hill Fort),975,Partially Ruined,Maratha Empire,Shivaji Maharaj,17th Century,A hill fort near Phaltan,Easy,1,Winter,Seasonal,Temple,FALSE,Also known as 'Fort of the Pandavas' by locals.,17th Century,17th century,,,17th Century,unknown,unknown
288,Saptashrungi,[NO_ALT_NAME],Nashik,Kalwan,20.3852,73.9051,Saptashrungi,Giri Durg (Hill Fort),1451,Well-Preserved,Unknown,Unknown,Ancient,A major Hindu pilgrimage site with fortifications on the hill,Easy,0.5,All Seasons,Available,Dharamshala,FALSE,The hill has one of the 51 Shakti Peethas; accessible by road and funicular ropeway.,Ancient,ancient,,,unknown,unknown,ancient
289,Sarasgad,[NO_ALT_NAME],Raigad,Sudhagad,18.55,73.2167,Pali,Giri Durg (Hill Fort),490,Partially Ruined,Maratha Empire,Shivaji Maharaj,17th Century,Overlooks the famous Ballaleshwar temple of Pali (Ashtavinayak),Easy,2,Monsoon; Winter,Seasonal,Caves; Temple,FALSE,A twin fort to Sudhagad.,17th Century,17th century,,,17th Century,unknown,unknown
290,Sarjekot (Alibaug),[NO_ALT_NAME],Raigad,Alibag,18.6612,72.8513,Alibag,Jal Durg (Sea Fort),5,In Ruins,Maratha Empire,Kanhoji Angre,18th Century,A small coastal fortification near Alibag,Easy,0.2,Winter,Unknown,Unknown,FALSE,"A minor naval outpost, different from Sarjekot near Malvan.",18th Century,18th century,,,18th Century,unknown,unknown
291,Sarjekot Fort,[NO_ALT_NAME],Sindhudurg,Malvan,16.0833,73.4667,Malvan,Jal Durg (Sea Fort),5,In Ruins,Maratha Empire,Shivaji Maharaj,1668,Built as a naval outpost and dockyard for Sindhudurg,Easy,0.2,Winter,Unknown,Unknown,FALSE,A small coastal fort at the mouth of the Kalavali creek.,1668,1668,,1668,17th Century,unknown,unknown
292,Satavali,[NO_ALT_NAME],Ratnagiri,Lanja,16.8512,73.5513,Satavali,Giri Durg (Hill Fort),100,In Ruins,Maratha Empire,Unknown,Unknown,A small coastal watchtower,Easy,0.5,Winter,Unknown,Unknown,FALSE,Hardly any remains of the fort are visible.,Unknown,unknown,,,unknown,unknown,unknown
293,Sewri Fort,Shivdi Fort,Mumbai City,Sewri,19,72.8667,Sewri,Bhuikot (Land Fort),20,Well-Preserved,British,British East India Company,1680,Built to defend Mumbai harbour from the Siddis,Easy,0.2,Winter,Unknown,Unknown,TRUE,Offers excellent views of flamingoes at the Sewri mudflats during winter.,1680,1680,,1680,17th Century,unknown,unknown
294,Shahagad,[NO_ALT_NAME],Ahilyanagar,Sangamner,19.4333,74.0167,Pemgiri,Giri Durg (Hill Fort),1000,In Ruins,Yadava Dynasty; Nizam Shahi,Nizam Shah,15th Century,Another name for Pemgiri Fort,Medium,1.5,Winter,Unknown,Caves,FALSE,Features large caves and was used as a prison.,15th Century,15th century,,,15th Century,unknown,unknown
295,Shirgaon Fort,[NO_ALT_NAME],Palghar,Palghar,19.7,72.7167,Shirgaon,Bhuikot (Land Fort),10,Partially Ruined,Maratha Empire,Shivaji Maharaj,17th Century,Coastal fort to keep watch on Portuguese activities,Easy,0.2,Winter,Unknown,Unknown,FALSE,Located on Shirgaon beach; has a famous dargah inside.,17th Century,17th century,,,17th Century,unknown,unknown
296,Shivgad,[NO_ALT_NAME],Raigad,Mahad,18.1,73.5333,Shivgad,Giri Durg (Hill Fort),850,In Ruins,Maratha Empire,Shivaji Maharaj,17th Century,Small watchtower fort near Raigad,Medium,2,Winter,Unknown,Unknown,FALSE,A remote fort with limited remains.,17th Century,17th century,,,17th Century,unknown,unknown
